PUBLISHER_NAME,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND,RPM
Caden Lane,Laura Geller,26984,15,0,46,495.00,18.34420000
Caden Lane,Bodily,19856,35,12,438,12326.00,620.76954000
Caden Lane,Tubby Todd Bath Co.,17857,14,6,687,3173.00,177.68942000
Caden Lane,Little Words Project,16129,15,10,402,5500.00,341.00068000
Caden Lane,Liquid I.V.,13529,35,0,64,1575.00,116.41659000
Caden Lane,True Classic,13313,45,0,10,360.00,27.04124000
Caden Lane,Willow Pumps,10513,73,0,186,11880.00,1130.02949000
Caden Lane,Coterie,9361,17,0,161,1716.00,183.31375000
Caden Lane,Newton Baby,7160,3,0,81,222.00,31.00559000
Caden Lane,UNTUCKit,7028,,,0,0.00,
Caden Lane,MANSCAPED,6099,0,0,1,0.01,0.00164000
Caden Lane,Afloral,3620,30,20,1,20.00,5.52486000
Caden Lane,Dr. Squatch,3468,25,1,1,1.00,0.28835000
Caden Lane,Beyond Polish,3467,8,0,6,40.00,11.53735000
Caden Lane,"Dermaclara, LLC",3436,15,10,34,435.00,126.60070000
Caden Lane,Sol de Janeiro,3385,20,10,6,10.00,2.95421000
Caden Lane,120/Life,3313,,,0,0.00,
Caden Lane,Love Your Melon,3211,30,19,4,98.80,30.76923000
Caden Lane,Once Upon a Farm,3062,40,0,20,560.00,182.88700000
Caden Lane,Solly Baby,3001,18,12,12,216.00,71.97601000
Caden Lane,Lalo,2944,20,10,234,4180.00,1419.83696000
Caden Lane,AAVRANI,2830,,,0,0.00,
Caden Lane,Morphe,2706,45,25,27,1095.00,404.65632000
Caden Lane,biom,2415,30,15,6,105.00,43.47826000
Caden Lane,Dollar Shave Club,2121,30,5,5,50.00,23.57379000
Caden Lane,Viori Beauty,2056,15,8,4,46.00,22.37354000
Caden Lane,Beekman 1802,2031,35,10,35,575.00,283.11177000
Caden Lane,Nanit,1941,50,25,16,750.00,386.39876000
Caden Lane,NOT!CE Hair Co,1751,40,10,3,60.00,34.26613000
Caden Lane,Tula Skincare,1688,50,0,21,650.00,385.07109000
Caden Lane,Mario Badescu Skin Care,1674,14,5,9,76.00,45.40024000
Caden Lane,SPONGELLE,1614,20,15,43,750.00,464.68401000
Caden Lane,Lalabu,1574,7,4,26,181.00,114.99365000
Caden Lane,Serenity Kids,1452,30,15,32,390.00,268.59504000
Caden Lane,A Kids Co.,1415,15,10,1,15.00,10.60071000
Caden Lane,Airo Collective,1331,,,0,0.00,
Caden Lane,QALO,1285,7,4,2,14.20,11.05058000
Caden Lane,ILIA,1279,20,20,5,100.00,78.18608000
Caden Lane,TriLASTIN,1230,40,10,9,130.00,105.69106000
Caden Lane,Airsign,1210,,,0,0.00,
Caden Lane,The CrunchCup,1106,9,5,3,36.00,32.54973000
Caden Lane,Ancient Nutrition,1093,25,5,1,5.00,4.57457000
Caden Lane,Electric Picks Jewelry,1063,30,15,1,15.00,14.11101000
Caden Lane,Le Mini Macaron,1013,25,20,2,75.00,74.03751000
Caden Lane,Gathre,975,20,20,3,60.00,61.53846000
Caden Lane,Homesick Candles,958,,,0,0.00,
Caden Lane,Alpyn Beauty,867,,,0,0.00,
Caden Lane,Moby Wrap,857,8,6,7,56.00,65.34422000
Caden Lane,Alkavida,857,,,0,0.00,
Caden Lane,Ursa Major,796,39,19,18,419.98,527.61307000
Caden Lane,Wolf & Shepherd,788,50,15,18,585.00,742.38579000
Caden Lane,Dropps,770,25,4,4,15.00,19.48052000
Caden Lane,jane iredale,765,20,5,40,245.00,320.26144000
Caden Lane,For Days,694,30,15,6,120.00,172.91066000
Caden Lane,ByHeart,691,30,16,13,290.00,419.68162000
Caden Lane,BlendJet,632,10,5,7,55.00,87.02532000
Caden Lane,Cali's Books,621,15,8,10,108.00,173.91304000
Caden Lane,Altitude Functional Beverages,619,,,0,0.00,
Caden Lane,Yana Sleep,601,38,25,1,38.00,63.22795000
Caden Lane,Ami Colé,594,,,0,0.00,
Caden Lane,Wondery,584,,,0,0.00,
Caden Lane,Natalist Co.,582,,,0,0.00,
Caden Lane,Birthdate Co.,559,50,10,3,70.00,125.22361000
Caden Lane,Posh Peanut,537,20,0,3,40.00,74.48790000
Caden Lane,Amberjack,531,,,0,0.00,
Caden Lane,Opopop,518,25,0,15,300.00,579.15058000
Caden Lane,Carve Designs,517,60,10,7,170.00,328.82012000
Caden Lane,Snuggle Me Organic,484,,,0,0.00,
Caden Lane,Beginning Boutique,484,,,0,0.00,
Caden Lane,Dirty Labs,444,20,1,12,51.00,114.86486000
Caden Lane,jot,436,35,0,2,35.00,80.27523000
Caden Lane,California Arts,425,,,0,0.00,
Caden Lane,Aura Bora,412,,,0,0.00,
Caden Lane,Anyday,385,33,33,1,33.00,85.71429000
Caden Lane,eyebobs,380,25,0,2,25.00,65.78947000
Caden Lane,ettitude,368,,,0,0.00,
Caden Lane,Nampons LLC,361,,,0,0.00,
Caden Lane,StackedSkincare,350,,,0,0.00,
Caden Lane,August Uncommon Tea,349,,,0,0.00,
Caden Lane,Surely Wines,346,40,10,3,30.00,86.70520000
Caden Lane,Molekule,345,,,0,0.00,
Caden Lane,Bad Birdie,335,50,5,1,5.00,14.92537000
Caden Lane,Manduka,333,,,0,0.00,
Caden Lane,Consciously Baby,324,15,10,6,75.00,231.48148000
Caden Lane,Fuse Lenses,280,15,5,3,38.00,135.71429000
Caden Lane,SeaVees,276,10,10,2,20.00,72.46377000
Caden Lane,Nood,275,60,0,2,120.00,436.36364000
Caden Lane,Winged Wellness,275,,,0,0.00,
Caden Lane,Create,265,35,15,4,60.00,226.41509000
Caden Lane,AVEC,260,,,0,0.00,
Caden Lane,Billy Reid,257,,,0,0.00,
Caden Lane,12|12,229,,,0,0.00,
Caden Lane,Bala,228,,,0,0.00,
Caden Lane,cbdMD,226,20,5,1,5.00,22.12389000
Caden Lane,Blessed Be Magick,221,,,0,0.00,
Caden Lane,Billion Dollar Beauty,217,,,0,0.00,
Caden Lane,INTO THE AM,216,,,0,0.00,
Caden Lane,Bed Babe,214,,,0,0.00,
Caden Lane,Koio,211,,,0,0.00,
Caden Lane,OrnamentallyYou,207,,,0,0.00,
Caden Lane,Bask Suncare,203,,,0,0.00,
Caden Lane,Snowyskin,200,,,0,0.00,
Caden Lane,Binto,197,10,5,5,25.00,126.90355000
Caden Lane,Bokksu Market,196,,,0,0.00,
Caden Lane,Bloomscape,196,,,0,0.00,
Caden Lane,Rains,195,,,0,0.00,
Caden Lane,Dakine,188,,,0,0.00,
Caden Lane,GhostBed,184,,,0,0.00,
Caden Lane,Vegamour,183,,,0,0.00,
Caden Lane,Projects Watches,182,,,0,0.00,
Caden Lane,Common Era Jewelry,177,,,0,0.00,
Caden Lane,Julep,175,,,0,0.00,
Caden Lane,Oradina,171,125,20,5,520.00,3040.93567000
Caden Lane,Corpus Naturals,170,,,0,0.00,
Caden Lane,Glimmer Wish,166,18,10,2,28.00,168.67470000
Caden Lane,vitruvi,163,,,0,0.00,
Caden Lane,Glamnetic,161,30,10,1,10.00,62.11180000
Caden Lane,Jolie,158,,,0,0.00,
Caden Lane,Blueland,154,30,0,1,30.00,194.80519000
Caden Lane,BelliWelli,153,,,0,0.00,
Caden Lane,Jungmaven,151,,,0,0.00,
Caden Lane,Otteroo,146,4,2,5,18.75,128.42466000
Caden Lane,Wildfang,144,80,15,1,15.00,104.16667000
Caden Lane,SureThik,141,,,0,0.00,
Caden Lane,Better & Better,137,,,0,0.00,
Caden Lane,Caraway,132,,,0,0.00,
Caden Lane,Resist Nutrition,131,,,0,0.00,
Caden Lane,Moon Pals,127,,,0,0.00,
Caden Lane,Primally Pure,125,,,0,0.00,
Caden Lane,EVER Skincare,119,,,0,0.00,
Caden Lane,Tushbaby,115,,,0,0.00,
Caden Lane,Clover by CLOVE + HALLOW,108,,,0,0.00,
Caden Lane,doublesoul,106,,,0,0.00,
Caden Lane,esmi Skin Minerals,99,,,0,0.00,
Caden Lane,Trace Minerals,96,20,10,1,10.00,104.16667000
Caden Lane,Mad Rabbit,96,,,0,0.00,
Caden Lane,Bushwick Kitchen,92,,,0,0.00,
Caden Lane,Captain Blankenship,92,,,0,0.00,
Caden Lane,Haus of Brilliance,90,,,0,0.00,
Caden Lane,Curie,85,,,0,0.00,
Caden Lane,Body High Body Care,83,,,0,0.00,
Caden Lane,SACHEU Beauty,82,,,0,0.00,
Caden Lane,Maverick & Co.,82,,,0,0.00,
Caden Lane,Dr Sari's Lunar Sync,80,,,0,0.00,
Caden Lane,Oat Mama,80,,,0,0.00,
Caden Lane,ANATOMY®,79,,,0,0.00,
Caden Lane,Luca Faloni,78,100,25,2,200.00,2564.10256000
Caden Lane,Boie USA,78,,,0,0.00,
Caden Lane,Coffee Bros.,77,,,0,0.00,
Caden Lane,Dr. Motion,75,,,0,0.00,
Caden Lane,MAXPRO Fitness,72,120,10,6,720.00,10000.00000000
Caden Lane,iota,71,,,0,0.00,
Caden Lane,Kopari,71,,,0,0.00,
Caden Lane,Bliss,70,,,0,0.00,
Caden Lane,Out of the Woods,70,8,4,1,8.00,114.28571000
Caden Lane,Le Monde Gourmand,68,,,0,0.00,
Caden Lane,Branch,66,,,0,0.00,
Caden Lane,Canopy,64,,,0,0.00,
Caden Lane,Evereden,60,,,0,0.00,
Caden Lane,NOTO Botanics,58,,,0,0.00,
Caden Lane,Compass Coffee,56,,,0,0.00,
Caden Lane,Brightech,56,,,0,0.00,
Caden Lane,Spice Tribe,52,,,0,0.00,
Caden Lane,Doré,51,,,0,0.00,
Caden Lane,Monica & Andy Inc.,51,,,0,0.00,
Caden Lane,The Plug Drink,51,,,0,0.00,
Caden Lane,Food Huggers,49,,,0,0.00,
Caden Lane,sproos!,48,,,0,0.00,
Caden Lane,Joanna Vargas Skincare,48,,,0,0.00,
Caden Lane,Haand Inc,47,35,20,1,20.00,425.53191000
Caden Lane,Dagne Dover,47,30,20,111,1770.00,37659.57447000
Caden Lane,ZOA Energy,47,,,0,0.00,
Caden Lane,Dryft Sleep,45,,,0,0.00,
Caden Lane,NOMAD Grills,45,,,0,0.00,
Caden Lane,Sonrei Skin,44,,,0,0.00,
Caden Lane,Evergreen,44,,,0,0.00,
Caden Lane,Hedley & Bennett,43,,,0,0.00,
Caden Lane,Muslin Comfort,43,,,0,0.00,
Caden Lane,CanDo,43,,,0,0.00,
Caden Lane,Dieux Skin,42,,,0,0.00,
Caden Lane,Cadence,40,,,0,0.00,
Caden Lane,Green Paper Products,40,,,0,0.00,
Caden Lane,Cardon,39,,,0,0.00,
Caden Lane,Saranoni Luxury Blankets,38,,,0,0.00,
Caden Lane,LINHART NYC,38,,,0,0.00,
Caden Lane,Matador Meggings,38,,,0,0.00,
Caden Lane,DEUX,37,,,0,0.00,
Caden Lane,Character Home,37,,,0,0.00,
Caden Lane,RiotSociety.com,36,,,0,0.00,
Caden Lane,Sunfood Superfoods,36,,,0,0.00,
Caden Lane,OOBE BRAND,35,,,0,0.00,
Caden Lane,Sunday Citizen,35,,,0,0.00,
Caden Lane,Red Racer Books,35,,,0,0.00,
Caden Lane,Clean Age,35,,,0,0.00,
Caden Lane,LIVELY,35,,,0,0.00,
Caden Lane,Bare Performance Nutrition,34,,,0,0.00,
Caden Lane,Kosas Cosmetics,31,,,0,0.00,
Caden Lane,SolaWave,31,,,0,0.00,
Caden Lane,LightWater Skin,31,,,0,0.00,
Caden Lane,Verdant Lyfe,31,,,0,0.00,
Caden Lane,Divya's,30,,,0,0.00,
Caden Lane,BAZZAAL INC,30,,,0,0.00,
Caden Lane,Crown Affair,30,,,0,0.00,
Caden Lane,Sprout Living,29,,,0,0.00,
Caden Lane,zing bars,28,,,0,0.00,
Caden Lane,Love in Faith,27,10,3,1,3.00,111.11111000
Caden Lane,beam,27,,,0,0.00,
Caden Lane,ieró Beauty™,27,,,0,0.00,
Caden Lane,Needed,27,,,0,0.00,
Caden Lane,ELVY Lab,26,,,0,0.00,
Caden Lane,Nutshell Coolers,26,,,0,0.00,
Caden Lane,Uncharted Coffee Supply,26,,,0,0.00,
Caden Lane,Firebelly Tea,26,,,0,0.00,
Caden Lane,Alpha-H,26,,,0,0.00,
Caden Lane,Bandier,25,,,0,0.00,
Caden Lane,Pretzels.com,25,,,0,0.00,
Caden Lane,epi.logic,24,,,0,0.00,
Caden Lane,Baby Tula,24,,,0,0.00,
Caden Lane,True Made Foods,24,,,0,0.00,
Caden Lane,Kate Quinn,24,,,0,0.00,
Caden Lane,Raw Botanics,23,,,0,0.00,
Caden Lane,Twillory,22,,,0,0.00,
Caden Lane,"Love, Plants",21,,,0,0.00,
Caden Lane,Moonglow,20,,,0,0.00,
Caden Lane,MantraBand,20,,,0,0.00,
Caden Lane,Siete Foods,20,,,0,0.00,
Caden Lane,CoverFX,20,,,0,0.00,
Caden Lane,Bear Balanced,20,,,0,0.00,
Caden Lane,Licorice,20,,,0,0.00,
Caden Lane,Salio,19,,,0,0.00,
Caden Lane,Distil Union,18,,,0,0.00,
Caden Lane,Baby Delight,18,,,0,0.00,
Caden Lane,Quitch,17,,,0,0.00,
Caden Lane,Shinesty,16,20,10,1,10.00,625.00000000
Caden Lane,INH Hair,15,,,0,0.00,
